edge,execution,2023061806,scanpy_find_cluster/1.8.1+3+galaxy0-1,error,Input staging problem: Test input file (compute_graph.h5) cannot be found.
edge,execution,2023061806,scanpy_find_cluster/1.8.1+3+galaxy0-1,error,Input staging problem: Test input file (compute_graph.h5) cannot be found.
edge,execution,2023061806,scanpy_find_cluster/1.8.1+3+galaxy0-2,error,Input staging problem: Test input file (compute_graph.h5) cannot be found.
edge,execution,2023061806,scanpy_find_cluster/1.8.1+3+galaxy0-2,error,Input staging problem: Test input file (compute_graph.h5) cannot be found.
edge,execution,2023042522,medaka_variant_pipeline/1.0.3+galaxy2-0,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,output,2023042522,poretools_events/0.6.1a1.1-0,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/iuc/poretools_events/poretools_events/0.6.1a1.1, exit_code: 1, stderr: Traceback (most recent call last):
edge,output,2023042522,poretools_events/0.6.1a1.1-0,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/iuc/poretools_events/poretools_events/0.6.1a1.1, exit_code: 1, stderr: Traceback (most recent call last):
edge,output,2023042522,poretools_events/0.6.1a1.1-1,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/iuc/poretools_events/poretools_events/0.6.1a1.1, exit_code: 1, stderr: Traceback (most recent call last):
edge,output,2023042522,poretools_events/0.6.1a1.1-1,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/iuc/poretools_events/poretools_events/0.6.1a1.1, exit_code: 1, stderr: Traceback (most recent call last):
edge,execution,2023022622,vcfprimers/1.0.0_rc3+galaxy0-0,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,anndata_ops/0.0.3+galaxy0-0,error,Input staging problem: Test input file (find_cluster.h5) cannot be found.
edge,execution,2023042110,anndata_ops/1.6.0+galaxy1-0,error,Input staging problem: Test input file (find_cluster.h5) cannot be found.
edge,output,2023042110,retrieve_scxa/v0.0.2+galaxy2-0,failure,Output matrix_mtx: Test output file (E-GEOD-100058.expression_tpm.mtx) is missing. If you are using planemo, try adding --update_test_data to generate it.
edge,output,2023042110,retrieve_scxa/v0.0.2+galaxy2-0,failure,Output genes_tsv: Test output file (E-GEOD-100058.genes.tsv) is missing. If you are using planemo, try adding --update_test_data to generate it.
edge,output,2023042110,retrieve_scxa/v0.0.2+galaxy2-0,failure,Output barcode_tsv: Test output file (E-GEOD-100058.barcodes.tsv) is missing. If you are using planemo, try adding --update_test_data to generate it.
edge,output,2023042110,retrieve_scxa/v0.0.2+galaxy2-0,failure,Output design_tsv: Test output file (E-GEOD-100058.exp_design.tsv) is missing. If you are using planemo, try adding --update_test_data to generate it.
edge,output,2023042110,scanpy_parameter_iterator/0.0.1+galaxy0-0,failure,Collection element perplexity_1 of collection parameter_iteration: Test output file (perplexity_1.txt) is missing. If you are using planemo, try adding --update_test_data to generate it.
edge,execution,2023042110,scanpy_read_10x/1.4.3+galaxy10-0,error,Input staging problem: Test input file (matrix.mtx) cannot be found.
edge,execution,2023042110,scanpy_read_10x/1.6.0+galaxy0-0,error,Input staging problem: Test input file (matrix.mtx) cannot be found.
edge,execution,2023042110,sceasy_convert/0.0.5+galaxy1-0,error,Input staging problem: Test input file (input.loom) cannot be found.
edge,execution,2023042110,scanpy_cluster_reduce_dimension/1.7.1+galaxy0-0,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_cluster_reduce_dimension/1.7.1+galaxy0-1,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_cluster_reduce_dimension/1.7.1+galaxy0-2,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_cluster_reduce_dimension/1.7.1+galaxy0-3,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_cluster_reduce_dimension/1.7.1+galaxy0-4,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_cluster_reduce_dimension/1.7.1+galaxy0-5,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_cluster_reduce_dimension/1.7.1+galaxy0-6,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_cluster_reduce_dimension/1.7.1+galaxy0-7,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_cluster_reduce_dimension/1.7.1+galaxy0-8,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_cluster_reduce_dimension/1.7.1+galaxy0-9,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_filter/1.7.1+galaxy0-0,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_filter/1.7.1+galaxy0-1,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_filter/1.7.1+galaxy0-2,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_filter/1.7.1+galaxy0-3,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_filter/1.7.1+galaxy0-4,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_filter/1.7.1+galaxy0-5,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_filter/1.7.1+galaxy0-6,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_filter/1.7.1+galaxy0-7,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_inspect/1.7.1+galaxy0-0,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_inspect/1.7.1+galaxy0-1,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_inspect/1.7.1+galaxy0-10,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_inspect/1.7.1+galaxy0-11,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_inspect/1.7.1+galaxy0-2,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_inspect/1.7.1+galaxy0-3,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_inspect/1.7.1+galaxy0-4,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_inspect/1.7.1+galaxy0-5,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_inspect/1.7.1+galaxy0-6,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_inspect/1.7.1+galaxy0-7,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_inspect/1.7.1+galaxy0-8,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_inspect/1.7.1+galaxy0-9,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_normalize/1.7.1+galaxy0-0,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_normalize/1.7.1+galaxy0-1,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_normalize/1.7.1+galaxy0-2,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_normalize/1.7.1+galaxy0-3,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_plot/1.4.4.post1+galaxy1-0,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_plot/1.4.4.post1+galaxy1-1,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_plot/1.4.4.post1+galaxy1-10,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_plot/1.4.4.post1+galaxy1-11,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_plot/1.4.4.post1+galaxy1-12,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_plot/1.4.4.post1+galaxy1-13,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_plot/1.4.4.post1+galaxy1-14,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_plot/1.4.4.post1+galaxy1-15,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_plot/1.4.4.post1+galaxy1-16,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_plot/1.4.4.post1+galaxy1-17,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_plot/1.4.4.post1+galaxy1-18,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,output,2023042110,scanpy_plot/1.4.4.post1+galaxy1-19,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/iuc/scanpy_plot/scanpy_plot/1.4.4.post1+galaxy1, exit_code: 1, stderr: Traceback (most recent call last):
edge,output,2023042110,scanpy_plot/1.4.4.post1+galaxy1-19,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/iuc/scanpy_plot/scanpy_plot/1.4.4.post1+galaxy1, exit_code: 1, stderr: Traceback (most recent call last):
edge,execution,2023042110,scanpy_plot/1.4.4.post1+galaxy1-2,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,output,2023042110,scanpy_plot/1.4.4.post1+galaxy1-20,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/iuc/scanpy_plot/scanpy_plot/1.4.4.post1+galaxy1, exit_code: 1, stderr: Traceback (most recent call last):
edge,output,2023042110,scanpy_plot/1.4.4.post1+galaxy1-20,failure,Output collection 'collection_png': failed to find identifier 'cell_type_Ery' in the tool generated elements []
edge,output,2023042110,scanpy_plot/1.4.4.post1+galaxy1-21,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/iuc/scanpy_plot/scanpy_plot/1.4.4.post1+galaxy1, exit_code: 1, stderr: Traceback (most recent call last):
edge,output,2023042110,scanpy_plot/1.4.4.post1+galaxy1-21,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/iuc/scanpy_plot/scanpy_plot/1.4.4.post1+galaxy1, exit_code: 1, stderr: Traceback (most recent call last):
edge,output,2023042110,scanpy_plot/1.4.4.post1+galaxy1-22,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/iuc/scanpy_plot/scanpy_plot/1.4.4.post1+galaxy1, exit_code: 1, stderr: Traceback (most recent call last):
edge,output,2023042110,scanpy_plot/1.4.4.post1+galaxy1-22,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/iuc/scanpy_plot/scanpy_plot/1.4.4.post1+galaxy1, exit_code: 1, stderr: Traceback (most recent call last):
edge,execution,2023042110,scanpy_plot/1.4.4.post1+galaxy1-23,error,parameter 'adata': the previously selected dataset has entered an unusable state
edge,execution,2023042110,scanpy_plot/1.4.4.post1+galaxy1-24,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_plot/1.4.4.post1+galaxy1-3,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_plot/1.4.4.post1+galaxy1-4,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_plot/1.4.4.post1+galaxy1-5,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_plot/1.4.4.post1+galaxy1-6,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_plot/1.4.4.post1+galaxy1-7,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,output,2023042110,scanpy_plot/1.4.4.post1+galaxy1-8,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/iuc/scanpy_plot/scanpy_plot/1.4.4.post1+galaxy1, exit_code: 1, stderr: Traceback (most recent call last):
edge,output,2023042110,scanpy_plot/1.4.4.post1+galaxy1-8,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/iuc/scanpy_plot/scanpy_plot/1.4.4.post1+galaxy1, exit_code: 1, stderr: Traceback (most recent call last):
edge,output,2023042110,scanpy_plot/1.4.4.post1+galaxy1-9,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/iuc/scanpy_plot/scanpy_plot/1.4.4.post1+galaxy1, exit_code: 1, stderr: Traceback (most recent call last):
edge,output,2023042110,scanpy_plot/1.4.4.post1+galaxy1-9,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/iuc/scanpy_plot/scanpy_plot/1.4.4.post1+galaxy1, exit_code: 1, stderr: Traceback (most recent call last):
edge,execution,2023042110,scanpy_plot/1.7.1+galaxy1-0,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_plot/1.7.1+galaxy1-1,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_plot/1.7.1+galaxy1-11,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,output,2023042110,scanpy_plot/1.7.1+galaxy1-12,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/iuc/scanpy_plot/scanpy_plot/1.7.1+galaxy1, exit_code: None, stderr: .
edge,output,2023042110,scanpy_plot/1.7.1+galaxy1-12,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/iuc/scanpy_plot/scanpy_plot/1.7.1+galaxy1, exit_code: None, stderr: .
edge,output,2023042110,scanpy_plot/1.7.1+galaxy1-12,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/iuc/scanpy_plot/scanpy_plot/1.7.1+galaxy1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_plot/1.7.1+galaxy1-14,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_plot/1.7.1+galaxy1-15,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_plot/1.7.1+galaxy1-16,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_plot/1.7.1+galaxy1-17,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_plot/1.7.1+galaxy1-18,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_plot/1.7.1+galaxy1-19,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_plot/1.7.1+galaxy1-2,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_plot/1.7.1+galaxy1-20,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_plot/1.7.1+galaxy1-21,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_plot/1.7.1+galaxy1-22,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_plot/1.7.1+galaxy1-4,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_plot/1.7.1+galaxy1-6,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_plot/1.7.1+galaxy1-7,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_plot/1.7.1+galaxy1-9,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_remove_confounders/1.7.1+galaxy0-0,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023042110,scanpy_remove_confounders/1.7.1+galaxy0-1,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,output,2023042110,scater_filter/1.22.0-0,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/iuc/scater_filter/scater_filter/1.22.0, exit_code: None, stderr: .
edge,output,2023042110,scater_filter/1.22.0-0,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/iuc/scater_filter/scater_filter/1.22.0, exit_code: None, stderr: .
edge,output,2023042110,scater_filter/1.22.0-1,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/iuc/scater_filter/scater_filter/1.22.0, exit_code: 1, stderr: Loading required package: S4Vectors
edge,output,2023042110,scater_filter/1.22.0-1,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/iuc/scater_filter/scater_filter/1.22.0, exit_code: 1, stderr: Loading required package: S4Vectors
edge,output,2023062416,column_order_header_sort/0.0.1-0,failure,Output output_tabular:  different than expected, difference (using diff):
edge,output,2023062416,kallisto_quant/0.46.0.4-2,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/iuc/kallisto_quant/kallisto_quant/0.46.0.4, exit_code: None, stderr: .
edge,output,2023062416,kallisto_quant/0.46.0.4-2,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/iuc/kallisto_quant/kallisto_quant/0.46.0.4, exit_code: None, stderr: .
edge,output,2023062416,kallisto_quant/0.46.0.4-4,failure,Output pseudobam_output:  different than expected, difference (using diff):
edge,execution,2023062416,kallisto_quant/0.46.0.4-5,error,parameter 'index': an invalid option (None) was selected, please verify
edge,execution,2023062416,raceid_inspectclusters/0.2.3+galaxy2-3,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023062416,scanpy_filter_cells/1.8.1+3+galaxy0-0,error,Input staging problem: Test input file (read_10x.h5) cannot be found.
edge,execution,2023062416,scanpy_filter_cells/1.8.1+3+galaxy0-0,error,Input staging problem: Test input file (read_10x.h5) cannot be found.
edge,output,2023062416,vcftools_annotate/0.1-0,failure,Output output:  different than expected, difference (using diff):
edge,output,2023030210,MDtag_filter/1.0.2-0,failure,Output out_sam: Test output file (test_md_filtered.sam) is missing. If you are using planemo, try adding --update_test_data to generate it.
edge,output,2023030210,MDtag_filter/1.0.2-1,failure,Output out_sam: Test output file (test_md_selected.sam) is missing. If you are using planemo, try adding --update_test_data to generate it.
edge,output,2023030210,MDtag_filter/1.0.2-1,failure,Output discarded_sam: Test output file (test_md_discarded.sam) is missing. If you are using planemo, try adding --update_test_data to generate it.
edge,output,2023030210,bam_to_sam/2.0.1-2,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/devteam/bam_to_sam/bam_to_sam/2.0.1, exit_code: None, stderr: .
edge,output,2023030210,bam_to_sam/2.0.1-2,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/devteam/bam_to_sam/bam_to_sam/2.0.1, exit_code: None, stderr: .
edge,output,2023030210,sam_merge2/1.2.0-0,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/devteam/sam_merge/sam_merge2/1.2.0, exit_code: 1, stderr: Error: Unable to access jarfile /MergeSamFiles.jar
edge,output,2023030210,sam_merge2/1.2.0-0,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/devteam/sam_merge/sam_merge2/1.2.0, exit_code: 1, stderr: Error: Unable to access jarfile /MergeSamFiles.jar
edge,execution,2023030210,sam_merge2/1.2.0-1,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023030210,sam_to_bam/2.1.1-1,error,parameter 'index': an invalid option ('equCab2chrM') was selected (valid options: equCab2)
edge,output,2023030210,sam_to_bam/2.1.1-2,failure,Output output1:  different than expected, difference (using diff):
edge,execution,2023030210,samtools_mpileup/2.1.4-2,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,output,2023030210,samtools_rmdup/2.0.1-0,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/devteam/samtools_rmdup/samtools_rmdup/2.0.1, exit_code: None, stderr: .
edge,output,2023030210,samtools_rmdup/2.0.1-0,failure,Job in error state.. tool_id: toolshed.g2.bx.psu.edu/repos/devteam/samtools_rmdup/samtools_rmdup/2.0.1, exit_code: None, stderr: .
edge,output,2023030210,samtools_sort/2.0.3-4,failure,Output output1:  different than expected, difference (using diff):
edge,output,2023030210,samtools_sort/2.0.3-5,failure,Output output1:  different than expected, difference (using diff):
edge,output,2023030210,samtools_sort/2.0.3-6,failure,Output output1:  different than expected, difference (using diff):
edge,output,2023030210,samtools_sort/2.0.3-7,failure,Output output1:  different than expected, difference (using diff):
edge,execution,2023050822,deeptools_plot_correlation/3.3.2.0.0-1,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023050822,deeptools_plot_enrichment/3.3.2.0.0-0,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023050822,trim_galore/0.6.3-7,error,Input staging problem: Job in error state.. tool_id: upload1, exit_code: None, stderr: .
edge,execution,2023050822,fasta_compute_length/1.0.3-3,error,parameter 'index': an invalid option ('test_id') was selected (valid options: echTel1,ente638,bosTauMd3,hg19_rCRS_pUC18_phiX174,Araly1,aptMan1,borEut13,vicPac1,anoCar1,susScr2,sacCer2,apiMel3,Arabidopsis_thaliana_TAIR9,danRer2,hg19chrM,27835,bordBron,felCat3,danRer6,dm2,hetGla1,monDom5,ailMel1,hg38,caeJap1,equCab2chrM,panTro1canon,dm3,anoCar2,pseuAeru_PA7,burkPseu_668,droMoj2,caeRem3,gadMor1,loxAfr1,calJac1,hg19,mm9female,cerSim1,apiMel1,bosTau6,Zea_mays_B73_RefGen_v2,panTro2,mm8canon,Xanthomonas_oryzae_PXO99A,bosTau7,latCha1,galGal3canon,ci2full,droMoj3,droMoj1,micMur1,nomLeu3,burkPseu_1106A,hg18canon,Sscrofa9.58,pseuAeru_PAO1,otoGar1,bosTau8,fr2,eschColi_K12,turTru2,CpipJ1,mm7canon,braFlo1,speTri2,caeJap3,galGal4,panTro1,hg17,caePb3,Spur_v2.6,Arabidopsis_thaliana_TAIR10,cavPor3,eschColi_O157H7_EDL933,eschColi_O157H7,Hydra_JCVI,oryLat2canon,sarHar1,danRer10,hg17canon,danRer4,caeRem4,caeJap2,eschColi_O157H7_TW14359,burkPseu_K96243,monDom4,Xanthomonas_oryzae_KACC10331,strePneu_R6,danRer5,rn6,chrPic1,phiX,panPan1,canFam3,eschColi_CFT073,droAna3,rn4,droVir2,felCat8,ci2canon,eschColi_O157H7_EC4115,mm9,allMis1,criGri1,droGri2,caePb1,eschColi_K12_W3110,myoLuc2,eriEur1,petMar1,droSim1,pUC18,eschColi_K12_DH10B,droVir1,aplCal1,ce9,hg38female,nomLeu2,choHof1,xenTro1,pseuAeru_UCBPP_PA14,dasNov3,strPur3,oryCun1,tupBel1,droYak1,bosTau2,hg19canon,cb3full,droPer1,sacCer1,calJac3,tetNig2canon,bosTau5,AgamP3,droGri1,taeGut2,gorGor3,sorAra1,hg19chrX,triCas2,Schizosaccharomyces_pombe_1.1,ce6,Tcacao_1.0,xenTro2,PhumU1,droSec1,felCat4canon,AaegL1,susScr3,dasNov1,panTro3canon,galGal2,taeGut1canon,apiMel2,danRer7,caePb2,hg38canon,fr1,ponAbe2,strPur2,hg18,tetNig2,droEre2,caeRem1,loxAfr3,danRer3,vicPac2,rn4canon,taeGut1,droWil1,dm6,geoFor1,mm8,Bombyx_mori_p50T_2.0,bosTau3,galGal3,rn5,oryLat2,sacCer3,dp3,venter1,saiBol1,burkPseu_1710B,felCat5,nomLeu1,ce3,ce4,oviAri1,Amel_4.5,ce7,priPac1,eschColi_APEC_O1,rheMac3,panTro4,oryza_sativa_japonica_nipponbare_IRGSP4.0,mm10,IscaW1,Homo_sapiens_nuHg19_mtrCRS,Xanthomonas_oryzae_MAFF_311018,caeRem2,papHam1,felCat4,Homo_sapiens_AK1,ce5,melGal1,canFam2,droVir3,rn3canon,mm9canon,tetNig1,dipOrd1,Tcas_3.0,baciSubt,ce8,CHM13_T2T_v2.0,hg18chr21,oryLat1,tarSyr1,calJac3canon,xenTro3,equCab1,susScr1,rn3,dp4,musFur1,hg19female,otoGar3,panTro3full,bosTau4,lMaj5,ornAna1,apiMel4,equCab2,canFam1,gasAcu1,mm7,hg18nohaps,caeJap4,ce2,melUnd1,papAnu2,droAna1,galGal2canon,panTro2canon,ce10,oryCun2,rheMac2,droYak2,droEre1,anoGam1,Ptrichocarpa_156,tetNig1canon,monDom1,cb3canon,hg_g1k_v37,droAna2)
